sentence_id,text,aspect_term,term_polarity,from,to,categories,category_polarities,review_id
2708,The start menu is not the easiest thing to navigate due to the stacking.,navigate,negative,43,51,[None],[None],
1566,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,negative,54,77,[None],[None],
540,The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,negative,4,16,[None],[None],
878,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,negative,4,14,[None],[None],
2388,Really like the textured surface which shows no fingerprints.,surface,positive,25,32,[None],[None],
3074,The screen is bright and the keyboard is nice;,screen,positive,4,10,[None],[None],
3074,The screen is bright and the keyboard is nice;,keyboard,positive,29,37,[None],[None],
2534,But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,positive,31,36,[None],[None],
2534,But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,positive,57,71,[None],[None],
2185,"High price tag, however.",price tag,negative,5,14,[None],[None],
2632,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,positive,23,29,[None],[None],
2675,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,negative,52,72,[None],[None],
392,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,negative,66,72,[None],[None],
1551,It is easy to use and lightweight.,use,positive,14,17,[None],[None],
2698,I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,positive,10,29,[None],[None],
340,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,positive,24,36,[None],[None],
2918,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,neutral,68,73,[None],[None],
2918,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,neutral,103,112,[None],[None],
2939,This laptop is a great price and has a sleek look.,price,positive,23,28,[None],[None],
2939,This laptop is a great price and has a sleek look.,look,positive,45,49,[None],[None],
1958,I especially like the keyboard which has chiclet type keys.,keyboard,positive,22,30,[None],[None],
1958,I especially like the keyboard which has chiclet type keys.,keys,positive,54,58,[None],[None],
1355,Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,negative,39,46,[None],[None],
3021,"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,negative,31,43,[None],[None],
2415,The gray color was a good choice.,gray color,positive,4,14,[None],[None],
2696,I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,negative,21,35,[None],[None],
2916,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor,negative,4,13,[None],[None],
2916,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,computing,negative,94,103,[None],[None],
4,I bought a protector for my key pad and it works great :),protector,neutral,11,20,[None],[None],
4,I bought a protector for my key pad and it works great :),key pad,positive,28,35,[None],[None],
2260,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,positive,4,46,[None],[None],
1376,It seems they could have updated XP and done without creating Vista.,XP,positive,33,35,[None],[None],
1376,It seems they could have updated XP and done without creating Vista.,Vista,negative,62,67,[None],[None],
936,"  It is easy to use, fast and has great graphics for the money.",graphics,positive,40,48,[None],[None],
936,"  It is easy to use, fast and has great graphics for the money.",use,positive,16,19,[None],[None],
2323,I like how the Mac OS is so simple and easy to use.,Mac OS,positive,15,21,[None],[None],
2323,I like how the Mac OS is so simple and easy to use.,use,positive,47,50,[None],[None],
1804,"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support,positive,97,104,[None],[None],
1426,"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.",Geek Squad,positive,50,60,[None],[None],
138,only good thing is the graphics quality.,graphics quality,positive,23,39,[None],[None],
1192,"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",Appleworks,negative,101,111,[None],[None],
1192,"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",browser,negative,133,140,[None],[None],
1691,The paint wears off easily due to the keyboard being farther back than usual.,paint,negative,4,9,[None],[None],
1691,The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative,38,46,[None],[None],
537,I had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral,71,89,[None],[None],
541,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty,positive,24,32,[None],[None],
541,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrentys,negative,133,142,[None],[None],
3043,I always use a backup hard disk to store important files at all times.,hard disk,neutral,22,31,[None],[None],
505,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",CD drive,negative,169,177,[None],[None],
505,"They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!",running,negative,143,150,[None],[None],
569,But the screen size is not that bad for email and web browsing.,screen size,positive,8,19,[None],[None],
